clone_id,fragment_index,file_path,file_id,service,start_line,end_line,line_count,file_type,modified_commits,modified_count
1,0,backend/lib/constants.js,12,backend-service,13,17,5,logic,[],0
1,1,client/src/components/Feed/Post.js,141,client,103,126,24,logic,[],0
2,0,backend/lib/endpoints/posts.js,17,backend-service,561,568,8,logic,[],0
2,1,backend/lib/endpoints/posts.js,17,backend-service,597,604,8,logic,[],0
2,2,backend/lib/endpoints/reports.js,18,backend-service,204,212,9,logic,[],0
3,0,backend/lib/endpoints/schema/auth.js,19,backend-service,6,13,8,logic,[],0
3,1,backend/lib/endpoints/schema/posts.js,25,backend-service,82,87,6,logic,[],0
4,0,backend/lib/endpoints/schema/auth.js,19,backend-service,19,25,7,logic,[],0
4,1,backend/lib/endpoints/schema/geo.js,21,backend-service,13,21,9,logic,[],0
4,2,backend/lib/endpoints/schema/posts.js,25,backend-service,76,83,8,logic,[],0
5,0,backend/lib/endpoints/schema/geo.js,21,backend-service,13,22,10,logic,[],0
5,1,backend/lib/endpoints/schema/posts.js,25,backend-service,70,77,8,logic,[],0
5,2,backend/lib/endpoints/schema/posts.js,25,backend-service,100,107,8,logic,[],0
6,0,backend/lib/endpoints/schema/organisations.js,24,backend-service,83,88,6,logic,[],0
6,1,backend/lib/endpoints/schema/posts.js,25,backend-service,94,99,6,logic,[],0
7,0,backend/lib/endpoints/schema/reports.js,26,backend-service,7,13,7,logic,[],0
7,1,backend/lib/endpoints/schema/reports.js,26,backend-service,23,29,7,logic,[],0
7,2,backend/lib/endpoints/schema/users.js,28,backend-service,78,83,6,logic,[],0
8,0,backend/lib/plugins/mongoose-connector.js,50,backend-service,16,21,6,logic,[],0
8,1,client/src/routes.js,352,client,243,260,18,logic,[],0
9,0,client/src/components/CreatePost/Form/TabForms.js,97,client,11,30,20,logic,[],0
9,1,client/src/components/Feed/PostSocial.js,148,client,44,63,20,logic,[],0
10,0,client/src/components/CreatePost/Form/TabForms.js,97,client,80,91,12,logic,[],0
10,1,client/src/pages/Inbox.js,322,client,136,147,12,logic,[],0
10,2,client/src/pages/Inbox.js,322,client,178,189,12,logic,[],0
11,0,client/src/components/Feed/Post.js,141,client,103,127,25,logic,[],0
11,1,client/src/constants/theme.js,281,client,64,76,13,logic,[],0
11,2,client/src/pages/AboutUs.js,305,client,185,209,25,logic,[],0
12,0,client/src/components/Feed/PostSocial.js,148,client,43,63,21,logic,[],0
12,1,client/src/components/Inbox/InputBox.js,179,client,143,163,21,logic,[],0
13,0,client/src/components/Feed/PostSocial.js,148,client,241,251,11,logic,[],0
13,1,client/src/components/Inbox/CurrentChat.js,177,client,83,94,12,logic,[],0
13,2,client/src/pages/DashBoard.js,311,client,451,462,12,logic,[],0
13,3,client/src/pages/Feed.js,320,client,784,794,11,logic,[],0
13,4,client/src/pages/Feed.js,320,client,803,813,11,logic,[],0
14,0,client/src/components/Feed/User.js,154,client,144,151,8,logic,[],0
14,1,client/src/pages/OrganisationProfile.js,331,client,95,109,15,logic,[],0
15,0,client/src/components/Inbox/CurrentChat.js,177,client,86,95,10,logic,[],0
15,1,client/src/components/Inbox/CurrentChat.js,177,client,91,100,10,logic,[],0
15,2,client/src/pages/DashBoard.js,311,client,454,463,10,logic,[],0
15,3,client/src/pages/Feed.js,320,client,786,795,10,logic,[],0
15,4,client/src/pages/Feed.js,320,client,805,814,10,logic,[],0
15,5,client/src/pages/Inbox.js,322,client,131,140,10,logic,[],0
15,6,client/src/pages/Inbox.js,322,client,136,145,10,logic,[],0
15,7,client/src/pages/Inbox.js,322,client,178,187,10,logic,[],0
15,8,client/src/pages/OrganisationProfile.js,331,client,515,524,10,logic,[],0
15,9,client/src/pages/OrganisationProfile.js,331,client,519,528,10,logic,[],0
15,10,client/src/pages/Profile.js,334,client,456,465,10,logic,[],0
15,11,client/src/pages/Profile.js,334,client,460,469,10,logic,[],0
16,0,client/src/components/Inbox/InputBox.js,179,client,308,318,11,logic,[],0
16,1,client/src/components/Inbox/Messages.js,180,client,114,125,12,logic,[],0
17,0,client/src/components/NearestHospital/HealthFacilities.js,215,client,24,29,6,logic,[],0
17,1,client/src/pages/NearestHospital.js,326,client,29,34,6,logic,[],0
18,0,client/src/constants/gtm-tags.js,279,client,41,53,13,logic,[],0
18,1,client/src/constants/gtm-tags.js,279,client,75,87,13,logic,[],0
18,2,client/src/constants/gtm-tags.js,279,client,184,196,13,logic,[],0
18,3,cypresse2e/cypress/elements/pages/helpBoardFilterPanel.js,379,cypress-e2e-tests,9,22,14,logic,[],0
18,4,cypresse2e/cypress/elements/pages/joinNow.js,381,cypress-e2e-tests,9,22,14,logic,[],0
18,5,cypresse2e/cypress/elements/pages/offerHelpQuestionPage.js,382,cypress-e2e-tests,8,22,15,logic,[],0
18,6,cypresse2e/cypress/elements/pages/post.js,383,cypress-e2e-tests,9,22,14,logic,[],0
18,7,cypresse2e/cypress/elements/pages/privacyPolicy.js,384,cypress-e2e-tests,20,43,24,logic,[],0
18,8,cypresse2e/cypress/elements/pages/requestHelpQuestion.js,385,cypress-e2e-tests,4,17,14,logic,[],0
18,9,cypresse2e/cypress/elements/pages/signIn.js,386,cypress-e2e-tests,7,20,14,logic,[],0
19,0,client/src/constants/gtm-tags.js,279,client,76,89,14,logic,[],0
19,1,client/src/constants/gtm-tags.js,279,client,128,141,14,logic,[],0
19,2,client/src/constants/gtm-tags.js,279,client,207,220,14,logic,[],0
19,3,cypresse2e/cypress/elements/pages/feedbackModal.js,372,cypress-e2e-tests,1,14,14,logic,[],0
20,0,client/src/constants/gtm-tags.js,279,client,128,140,13,logic,[],0
20,1,client/src/constants/gtm-tags.js,279,client,207,219,13,logic,[],0
20,2,cypresse2e/cypress/elements/pages/aboutUs.js,370,cypress-e2e-tests,2,14,13,logic,[],0
20,3,cypresse2e/cypress/elements/pages/aboutUs.js,370,cypress-e2e-tests,3,15,13,logic,[],0
20,4,cypresse2e/cypress/elements/pages/aboutUs.js,370,cypress-e2e-tests,4,16,13,logic,[],0
20,5,cypresse2e/cypress/elements/pages/aboutUs.js,370,cypress-e2e-tests,5,17,13,logic,[],0
20,6,cypresse2e/cypress/elements/pages/aboutUs.js,370,cypress-e2e-tests,6,18,13,logic,[],0
20,7,cypresse2e/cypress/elements/pages/aboutUs.js,370,cypress-e2e-tests,7,19,13,logic,[],0
20,8,cypresse2e/cypress/elements/pages/aboutUs.js,370,cypress-e2e-tests,8,20,13,logic,[],0
20,9,cypresse2e/cypress/elements/pages/aboutUs.js,370,cypress-e2e-tests,9,21,13,logic,[],0
20,10,cypresse2e/cypress/elements/pages/aboutUs.js,370,cypress-e2e-tests,10,22,13,logic,[],0
20,11,cypresse2e/cypress/elements/pages/helpBoardFilterPanel.js,379,cypress-e2e-tests,2,14,13,logic,[],0
20,12,cypresse2e/cypress/elements/pages/helpBoardFilterPanel.js,379,cypress-e2e-tests,3,15,13,logic,[],0
20,13,cypresse2e/cypress/elements/pages/helpBoardFilterPanel.js,379,cypress-e2e-tests,4,16,13,logic,[],0
20,14,cypresse2e/cypress/elements/pages/helpBoardFilterPanel.js,379,cypress-e2e-tests,5,17,13,logic,[],0
20,15,cypresse2e/cypress/elements/pages/helpBoardFilterPanel.js,379,cypress-e2e-tests,6,18,13,logic,[],0
20,16,cypresse2e/cypress/elements/pages/helpBoardFilterPanel.js,379,cypress-e2e-tests,7,19,13,logic,[],0
20,17,cypresse2e/cypress/elements/pages/helpBoardFilterPanel.js,379,cypress-e2e-tests,8,20,13,logic,"[""7d496ea4a5c0aac4b92e6e88b0a3d3733c7aeb38""]",1
20,18,cypresse2e/cypress/elements/pages/joinNow.js,381,cypress-e2e-tests,2,14,13,logic,[],0
